dataset_type	num_seeds	seed	config_L	config_m	task_name	model_variant	checkpoint_step	model_id	eval_type	context_size	control_type	sequence_id	target_config_L	target_config_m	source_seeds	appears_in_training	accuracy	num_correct	evaluation_timestamp	training_phase	shuffle_before_packing	seed_balanced_batching
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	64	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.389246	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	65	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.393512	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	66	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.397813	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	67	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.402089	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	68	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.406383	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	69	5	2	[200000]	False	1.0	1	2025-08-22 19:18:53.410642	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	70	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.414874	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	71	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.419152	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	72	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.423429	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	73	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.427702	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	74	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.431936	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	75	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.436215	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	76	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.440484	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	77	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.444781	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	78	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.449034	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	79	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.453259	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	80	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.457535	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	81	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.461807	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	82	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.466031	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	83	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.470316	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	84	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.474616	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	85	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.478900	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	86	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.483180	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	87	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.487465	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	88	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.491738	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	89	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.495951	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	90	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.500238	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	91	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.504536	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	92	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.508815	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	93	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.513108	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	94	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.517380	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	95	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.521646	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	96	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.525872	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	97	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.530109	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	98	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.534374	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	99	5	2	[200000]	False	0.0	0	2025-08-22 19:18:53.538631	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	100	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.542848	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	101	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.547134	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	102	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.551426	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	103	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.555645	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	104	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.559907	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	105	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.564172	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	106	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.568380	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	107	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.572673	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	108	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.576929	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	109	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.581149	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	110	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.585418	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	111	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.589702	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	112	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.593982	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	113	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.598200	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	114	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.602479	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	115	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.606713	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	116	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.610985	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	117	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.615261	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	118	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.619500	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	119	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.623738	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	120	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.627960	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	121	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.632198	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	122	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.636425	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	123	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.640686	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	124	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.644973	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	125	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.649177	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	126	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.653402	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	127	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.657664	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	128	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.661890	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	129	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.666101	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	130	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.670399	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	131	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.674706	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	132	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.678989	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	133	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.683232	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	134	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.687456	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	135	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.691697	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	136	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.695913	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	137	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.700196	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	138	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.704455	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	139	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.708737	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	140	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.712963	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	141	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.717190	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	142	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.721481	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	143	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.725750	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	144	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.729964	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	145	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.734229	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	146	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.738492	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	147	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.742785	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	148	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.747001	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	149	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.751215	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	150	5	2	[200001]	False	1.0	1	2025-08-22 19:18:53.755459	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	151	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.759682	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	152	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.763954	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	153	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.768218	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	154	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.772516	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	155	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.776791	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	156	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.781028	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	157	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.785292	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	158	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.789587	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	159	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.793865	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	160	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.798153	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	161	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.802423	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	162	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.806710	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	163	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.810922	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	164	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.815204	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	165	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.819464	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	166	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.823722	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	167	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.827955	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	168	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.832176	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	169	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.836431	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	170	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.840664	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	171	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.844883	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	172	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.849149	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	173	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.853446	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	174	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.857738	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	175	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.861979	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	176	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.866198	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	177	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.870499	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	178	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.874792	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	179	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.879066	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	180	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.883297	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	181	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.887512	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	182	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.891788	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	183	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.896056	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	184	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.900288	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	185	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.904505	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	186	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.908781	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	187	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.913072	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	188	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.917347	late	False	True
uniform	10	42	4	2	clm	clm_noshuffle_seedbalanced	1130	clm_noshuffle_seedbalanced_step1130_107948	ood_transfer	3	normal	189	5	2	[200001]	False	0.0	0	2025-08-22 19:18:53.921578	late	False	True
